dataset,motif,mds,N,depth,window
SRR1105739,HO_P53_HUMAN.H10MO.B,0.6314285714285715,350,10,275
SRR1105737,HO_P53_HUMAN.H10MO.B,0.7149122807017544,228,10,855
SRR1105739,HO_P53_HUMAN.H10MO.B,0.8121387283236994,346,10,855
SRR1105739,HO_P53_HUMAN.H10MO.B,0.8052325581395349,344,10,855
SRR1105737,HO_P53_HUMAN.H10MO.B,0.6981981981981982,222,10,855
SRR1105737,HO_P53_HUMAN.H10MO.B,0.6877637130801688,237,10,855
SRR1105739,HO_P53_HUMAN.H10MO.B,0.8171428571428572,350,10,855
SRR1105737,HO_P53_HUMAN.H10MO.B,0.09210526315789473,228,10,15
SRR1105739,HO_P53_HUMAN.H10MO.B,0.11271676300578035,346,10,15
SRR1105739,HO_P53_HUMAN.H10MO.B,0.12209302325581395,344,10,15
SRR1105737,HO_P53_HUMAN.H10MO.B,0.09009009009009007,222,10,15
SRR1105737,HO_P53_HUMAN.H10MO.B,0.09282700421940927,237,10,15
SRR1105739,HO_P53_HUMAN.H10MO.B,0.10857142857142857,350,10,15
SRR1105737,HO_P53_HUMAN.H10MO.B,0.35526315789473684,228,10,165
SRR1105739,HO_P53_HUMAN.H10MO.B,0.5289017341040463,346,10,165
SRR1105739,HO_P53_HUMAN.H10MO.B,0.5319767441860465,344,10,165
SRR1105737,HO_P53_HUMAN.H10MO.B,0.3648648648648649,222,10,165
SRR1105737,HO_P53_HUMAN.H10MO.B,0.3206751054852321,237,10,165
SRR1105739,HO_P53_HUMAN.H10MO.B,0.5542857142857143,350,10,165
SRR1105737,HO_P53_HUMAN.H10MO.B,0.3903508771929825,228,10,200
SRR1105739,HO_P53_HUMAN.H10MO.B,0.5664739884393064,346,10,200
SRR1105739,HO_P53_HUMAN.H10MO.B,0.5552325581395349,344,10,200
SRR1105737,HO_P53_HUMAN.H10MO.B,0.3918918918918919,222,10,200
SRR1105737,HO_P53_HUMAN.H10MO.B,0.3586497890295359,237,10,200
SRR1105739,HO_P53_HUMAN.H10MO.B,0.5828571428571429,350,10,200
SRR1105737,HO_P53_HUMAN.H10MO.B,0.7061403508771931,228,10,820
SRR1105739,HO_P53_HUMAN.H10MO.B,0.8005780346820809,346,10,820
SRR1105739,HO_P53_HUMAN.H10MO.B,0.7906976744186046,344,10,820
SRR1105737,HO_P53_HUMAN.H10MO.B,0.6846846846846847,222,10,820
SRR1105737,HO_P53_HUMAN.H10MO.B,0.679324894514768,237,10,820
SRR1105739,HO_P53_HUMAN.H10MO.B,0.8085714285714286,350,10,820
SRR1105737,HO_P53_HUMAN.H10MO.B,0.20175438596491227,228,10,60
SRR1105739,HO_P53_HUMAN.H10MO.B,0.3179190751445087,346,10,60
SRR1105739,HO_P53_HUMAN.H10MO.B,0.3372093023255814,344,10,60
SRR1105737,HO_P53_HUMAN.H10MO.B,0.23423423423423426,222,10,60
SRR1105737,HO_P53_HUMAN.H10MO.B,0.2151898734177216,237,10,60
SRR1105739,HO_P53_HUMAN.H10MO.B,0.3257142857142857,350,10,60
SRR1105737,HO_P53_HUMAN.H10MO.B,0.29385964912280704,228,10,110
SRR1105739,HO_P53_HUMAN.H10MO.B,0.4277456647398844,346,10,110
SRR1105739,HO_P53_HUMAN.H10MO.B,0.4302325581395349,344,10,110
SRR1105737,HO_P53_HUMAN.H10MO.B,0.3153153153153153,222,10,110
SRR1105737,HO_P53_HUMAN.H10MO.B,0.27848101265822783,237,10,110
SRR1105739,HO_P53_HUMAN.H10MO.B,0.4228571428571429,350,10,110
SRR1105737,HO_P53_HUMAN.H10MO.B,0.30701754385964913,228,10,125
SRR1105739,HO_P53_HUMAN.H10MO.B,0.4566473988439306,346,10,125
SRR1105739,HO_P53_HUMAN.H10MO.B,0.4563953488372093,344,10,125
SRR1105737,HO_P53_HUMAN.H10MO.B,0.3288288288288289,222,10,125
SRR1105737,HO_P53_HUMAN.H10MO.B,0.28270042194092826,237,10,125
SRR1105739,HO_P53_HUMAN.H10MO.B,0.4657142857142857,350,10,125
SRR1105737,HO_P53_HUMAN.H10MO.B,0.4035087719298245,228,10,235
SRR1105739,HO_P53_HUMAN.H10MO.B,0.5982658959537572,346,10,235
SRR1105739,HO_P53_HUMAN.H10MO.B,0.5988372093023255,344,10,235
SRR1105737,HO_P53_HUMAN.H10MO.B,0.4144144144144144,222,10,235
SRR1105737,HO_P53_HUMAN.H10MO.B,0.3755274261603376,237,10,235
SRR1105739,HO_P53_HUMAN.H10MO.B,0.6114285714285714,350,10,235
SRR1105737,HO_P53_HUMAN.H10MO.B,0.6842105263157895,228,10,770
SRR1105739,HO_P53_HUMAN.H10MO.B,0.7890173410404624,346,10,770
SRR1105739,HO_P53_HUMAN.H10MO.B,0.7790697674418605,344,10,770
SRR1105737,HO_P53_HUMAN.H10MO.B,0.6711711711711712,222,10,770
SRR1105737,HO_P53_HUMAN.H10MO.B,0.6666666666666666,237,10,770
SRR1105739,HO_P53_HUMAN.H10MO.B,0.7971428571428572,350,10,770
SRR1105737,HO_P53_HUMAN.H10MO.B,0.7061403508771931,228,10,815
SRR1105739,HO_P53_HUMAN.H10MO.B,0.8005780346820809,346,10,815
SRR1105739,HO_P53_HUMAN.H10MO.B,0.7906976744186046,344,10,815
SRR1105737,HO_P53_HUMAN.H10MO.B,0.6801801801801802,222,10,815
SRR1105737,HO_P53_HUMAN.H10MO.B,0.679324894514768,237,10,815
SRR1105739,HO_P53_HUMAN.H10MO.B,0.8085714285714286,350,10,815
SRR1105737,HO_P53_HUMAN.H10MO.B,0.18421052631578946,228,10,55
SRR1105739,HO_P53_HUMAN.H10MO.B,0.30346820809248554,346,10,55
SRR1105739,HO_P53_HUMAN.H10MO.B,0.3168604651162791,344,10,55
SRR1105737,HO_P53_HUMAN.H10MO.B,0.21621621621621626,222,10,55
SRR1105737,HO_P53_HUMAN.H10MO.B,0.19831223628691985,237,10,55
SRR1105739,HO_P53_HUMAN.H10MO.B,0.3057142857142857,350,10,55
SRR1105737,HO_P53_HUMAN.H10MO.B,0.34210526315789475,228,10,150
SRR1105739,HO_P53_HUMAN.H10MO.B,0.5115606936416185,346,10,150
SRR1105739,HO_P53_HUMAN.H10MO.B,0.502906976744186,344,10,150
SRR1105737,HO_P53_HUMAN.H10MO.B,0.3468468468468469,222,10,150
SRR1105737,HO_P53_HUMAN.H10MO.B,0.31223628691983124,237,10,150
SRR1105739,HO_P53_HUMAN.H10MO.B,0.5228571428571429,350,10,150
SRR1105737,HO_P53_HUMAN.H10MO.B,0.4078947368421053,228,10,240
SRR1105739,HO_P53_HUMAN.H10MO.B,0.6011560693641619,346,10,240
SRR1105739,HO_P53_HUMAN.H10MO.B,0.6017441860465116,344,10,240
SRR1105737,HO_P53_HUMAN.H10MO.B,0.4144144144144144,222,10,240
SRR1105737,HO_P53_HUMAN.H10MO.B,0.3755274261603376,237,10,240
SRR1105739,HO_P53_HUMAN.H10MO.B,0.6114285714285714,350,10,240
SRR1105737,HO_P53_HUMAN.H10MO.B,0.7982456140350878,228,10,995
SRR1105739,HO_P53_HUMAN.H10MO.B,0.846820809248555,346,10,995
SRR1105739,HO_P53_HUMAN.H10MO.B,0.8488372093023255,344,10,995
SRR1105737,HO_P53_HUMAN.H10MO.B,0.7927927927927928,222,10,995
SRR1105737,HO_P53_HUMAN.H10MO.B,0.7637130801687764,237,10,995
SRR1105739,HO_P53_HUMAN.H10MO.B,0.8485714285714285,350,10,995
SRR1105737,HO_P53_HUMAN.H10MO.B,0.7149122807017544,228,10,860
SRR1105739,HO_P53_HUMAN.H10MO.B,0.8121387283236994,346,10,860
SRR1105739,HO_P53_HUMAN.H10MO.B,0.811046511627907,344,10,860
SRR1105737,HO_P53_HUMAN.H10MO.B,0.6981981981981982,222,10,860
SRR1105737,HO_P53_HUMAN.H10MO.B,0.6877637130801688,237,10,860
SRR1105739,HO_P53_HUMAN.H10MO.B,0.8228571428571428,350,10,860
SRR1105737,HO_P53_HUMAN.H10MO.B,0.11403508771929825,228,10,20
SRR1105739,HO_P53_HUMAN.H10MO.B,0.13872832369942195,346,10,20
SRR1105739,HO_P53_HUMAN.H10MO.B,0.1482558139534884,344,10,20
SRR1105737,HO_P53_HUMAN.H10MO.B,0.10810810810810813,222,10,20
SRR1105737,HO_P53_HUMAN.H10MO.B,0.10548523206751056,237,10,20
SRR1105739,HO_P53_HUMAN.H10MO.B,0.13142857142857142,350,10,20
SRR1105737,HO_P53_HUMAN.H10MO.B,0.7675438596491229,228,10,955
SRR1105739,HO_P53_HUMAN.H10MO.B,0.8410404624277457,346,10,955
SRR1105739,HO_P53_HUMAN.H10MO.B,0.8372093023255814,344,10,955
SRR1105737,HO_P53_HUMAN.H10MO.B,0.7522522522522522,222,10,955
SRR1105737,HO_P53_HUMAN.H10MO.B,0.7383966244725738,237,10,955
SRR1105739,HO_P53_HUMAN.H10MO.B,0.8457142857142858,350,10,955
SRR1105737,HO_P53_HUMAN.H10MO.B,0.4166666666666667,228,10,280
SRR1105739,HO_P53_HUMAN.H10MO.B,0.6184971098265896,346,10,280
SRR1105739,HO_P53_HUMAN.H10MO.B,0.6104651162790697,344,10,280
SRR1105737,HO_P53_HUMAN.H10MO.B,0.44144144144144143,222,10,280
SRR1105737,HO_P53_HUMAN.H10MO.B,0.4092827004219409,237,10,280
SRR1105739,HO_P53_HUMAN.H10MO.B,0.6314285714285715,350,10,280
SRR1105737,HO_P53_HUMAN.H10MO.B,0.3771929824561404,228,10,190
SRR1105739,HO_P53_HUMAN.H10MO.B,0.5606936416184971,346,10,190
SRR1105739,HO_P53_HUMAN.H10MO.B,0.5552325581395349,344,10,190
SRR1105737,HO_P53_HUMAN.H10MO.B,0.38738738738738737,222,10,190
SRR1105737,HO_P53_HUMAN.H10MO.B,0.3586497890295359,237,10,190
SRR1105739,HO_P53_HUMAN.H10MO.B,0.5771428571428572,350,10,190
SRR1105737,HO_P53_HUMAN.H10MO.B,0.7412280701754386,228,10,920
SRR1105739,HO_P53_HUMAN.H10MO.B,0.8265895953757225,346,10,920
SRR1105739,HO_P53_HUMAN.H10MO.B,0.8226744186046512,344,10,920
SRR1105737,HO_P53_HUMAN.H10MO.B,0.7252252252252253,222,10,920
SRR1105737,HO_P53_HUMAN.H10MO.B,0.7172995780590717,237,10,920
SRR1105739,HO_P53_HUMAN.H10MO.B,0.8342857142857143,350,10,920
SRR1105737,HO_P53_HUMAN.H10MO.B,0.2675438596491228,228,10,95
SRR1105739,HO_P53_HUMAN.H10MO.B,0.4017341040462428,346,10,95
SRR1105739,HO_P53_HUMAN.H10MO.B,0.4186046511627907,344,10,95
SRR1105737,HO_P53_HUMAN.H10MO.B,0.2927927927927928,222,10,95
SRR1105737,HO_P53_HUMAN.H10MO.B,0.2616033755274262,237,10,95
SRR1105739,HO_P53_HUMAN.H10MO.B,0.4114285714285714,350,10,95
SRR1105737,HO_P53_HUMAN.H10MO.B,0.4166666666666667,228,10,300
SRR1105739,HO_P53_HUMAN.H10MO.B,0.6184971098265896,346,10,300
SRR1105739,HO_P53_HUMAN.H10MO.B,0.6162790697674418,344,10,300
SRR1105737,HO_P53_HUMAN.H10MO.B,0.44144144144144143,222,10,300
SRR1105737,HO_P53_HUMAN.H10MO.B,0.41350210970464135,237,10,300
SRR1105739,HO_P53_HUMAN.H10MO.B,0.6314285714285715,350,10,300
SRR1105737,HO_P53_HUMAN.H10MO.B,0.7412280701754386,228,10,915
SRR1105739,HO_P53_HUMAN.H10MO.B,0.8265895953757225,346,10,915
SRR1105739,HO_P53_HUMAN.H10MO.B,0.8226744186046512,344,10,915
SRR1105737,HO_P53_HUMAN.H10MO.B,0.7207207207207207,222,10,915
SRR1105737,HO_P53_HUMAN.H10MO.B,0.7172995780590717,237,10,915
SRR1105739,HO_P53_HUMAN.H10MO.B,0.8342857142857143,350,10,915
SRR1105737,HO_P53_HUMAN.H10MO.B,0.6885964912280702,228,10,785
SRR1105739,HO_P53_HUMAN.H10MO.B,0.7947976878612717,346,10,785
SRR1105739,HO_P53_HUMAN.H10MO.B,0.7877906976744186,344,10,785
SRR1105737,HO_P53_HUMAN.H10MO.B,0.6711711711711712,222,10,785
SRR1105737,HO_P53_HUMAN.H10MO.B,0.6666666666666666,237,10,785
SRR1105739,HO_P53_HUMAN.H10MO.B,0.8028571428571428,350,10,785
SRR1105737,HO_P53_HUMAN.H10MO.B,0.7719298245614035,228,10,960
SRR1105739,HO_P53_HUMAN.H10MO.B,0.8410404624277457,346,10,960
SRR1105739,HO_P53_HUMAN.H10MO.B,0.8372093023255814,344,10,960
SRR1105737,HO_P53_HUMAN.H10MO.B,0.7522522522522522,222,10,960
SRR1105737,HO_P53_HUMAN.H10MO.B,0.7383966244725738,237,10,960
SRR1105739,HO_P53_HUMAN.H10MO.B,0.8457142857142858,350,10,960
SRR1105737,HO_P53_HUMAN.H10MO.B,0.7324561403508771,228,10,895
SRR1105739,HO_P53_HUMAN.H10MO.B,0.8208092485549133,346,10,895
SRR1105739,HO_P53_HUMAN.H10MO.B,0.8197674418604651,344,10,895
SRR1105737,HO_P53_HUMAN.H10MO.B,0.7117117117117117,222,10,895
SRR1105737,HO_P53_HUMAN.H10MO.B,0.7088607594936709,237,10,895
SRR1105739,HO_P53_HUMAN.H10MO.B,0.8285714285714286,350,10,895
SRR1105737,HO_P53_HUMAN.H10MO.B,0.7543859649122807,228,10,945
SRR1105739,HO_P53_HUMAN.H10MO.B,0.8410404624277457,346,10,945
SRR1105739,HO_P53_HUMAN.H10MO.B,0.8313953488372093,344,10,945
SRR1105737,HO_P53_HUMAN.H10MO.B,0.7477477477477478,222,10,945
SRR1105737,HO_P53_HUMAN.H10MO.B,0.7341772151898734,237,10,945
SRR1105739,HO_P53_HUMAN.H10MO.B,0.8457142857142858,350,10,945
SRR1105737,HO_P53_HUMAN.H10MO.B,0.4166666666666667,228,10,290
SRR1105739,HO_P53_HUMAN.H10MO.B,0.6184971098265896,346,10,290
SRR1105739,HO_P53_HUMAN.H10MO.B,0.6133720930232558,344,10,290
SRR1105737,HO_P53_HUMAN.H10MO.B,0.44144144144144143,222,10,290
SRR1105737,HO_P53_HUMAN.H10MO.B,0.4092827004219409,237,10,290
SRR1105739,HO_P53_HUMAN.H10MO.B,0.6314285714285715,350,10,290
SRR1105737,HO_P53_HUMAN.H10MO.B,0.3684210526315789,228,10,180
SRR1105739,HO_P53_HUMAN.H10MO.B,0.5520231213872833,346,10,180
SRR1105739,HO_P53_HUMAN.H10MO.B,0.5436046511627907,344,10,180
SRR1105737,HO_P53_HUMAN.H10MO.B,0.3783783783783784,222,10,180
SRR1105737,HO_P53_HUMAN.H10MO.B,0.34177215189873417,237,10,180
SRR1105739,HO_P53_HUMAN.H10MO.B,0.5685714285714286,350,10,180
SRR1105737,HO_P53_HUMAN.H10MO.B,0.7456140350877193,228,10,930
SRR1105739,HO_P53_HUMAN.H10MO.B,0.8265895953757225,346,10,930
SRR1105739,HO_P53_HUMAN.H10MO.B,0.8255813953488372,344,10,930
SRR1105737,HO_P53_HUMAN.H10MO.B,0.7252252252252253,222,10,930
SRR1105737,HO_P53_HUMAN.H10MO.B,0.7257383966244726,237,10,930
SRR1105739,HO_P53_HUMAN.H10MO.B,0.8342857142857143,350,10,930
SRR1105737,HO_P53_HUMAN.H10MO.B,0.42105263157894735,228,10,310
SRR1105739,HO_P53_HUMAN.H10MO.B,0.6184971098265896,346,10,310
SRR1105739,HO_P53_HUMAN.H10MO.B,0.6162790697674418,344,10,310
SRR1105737,HO_P53_HUMAN.H10MO.B,0.44144144144144143,222,10,310
SRR1105737,HO_P53_HUMAN.H10MO.B,0.41350210970464135,237,10,310
SRR1105739,HO_P53_HUMAN.H10MO.B,0.6342857142857142,350,10,310
SRR1105737,HO_P53_HUMAN.H10MO.B,0.2543859649122807,228,10,85
SRR1105739,HO_P53_HUMAN.H10MO.B,0.38439306358381503,346,10,85
SRR1105739,HO_P53_HUMAN.H10MO.B,0.4069767441860465,344,10,85
SRR1105737,HO_P53_HUMAN.H10MO.B,0.2882882882882883,222,10,85
SRR1105737,HO_P53_HUMAN.H10MO.B,0.2489451476793249,237,10,85
SRR1105739,HO_P53_HUMAN.H10MO.B,0.3942857142857143,350,10,85
SRR1105737,HO_P53_HUMAN.H10MO.B,0.7368421052631579,228,10,905
SRR1105739,HO_P53_HUMAN.H10MO.B,0.8236994219653179,346,10,905
SRR1105739,HO_P53_HUMAN.H10MO.B,0.8197674418604651,344,10,905
SRR1105737,HO_P53_HUMAN.H10MO.B,0.7117117117117117,222,10,905
SRR1105737,HO_P53_HUMAN.H10MO.B,0.7088607594936709,237,10,905
SRR1105739,HO_P53_HUMAN.H10MO.B,0.8285714285714286,350,10,905
SRR1105737,HO_P53_HUMAN.H10MO.B,0.6973684210526315,228,10,795
SRR1105739,HO_P53_HUMAN.H10MO.B,0.7976878612716763,346,10,795
SRR1105739,HO_P53_HUMAN.H10MO.B,0.7906976744186046,344,10,795
SRR1105737,HO_P53_HUMAN.H10MO.B,0.6801801801801802,222,10,795
SRR1105737,HO_P53_HUMAN.H10MO.B,0.6751054852320675,237,10,795
SRR1105739,HO_P53_HUMAN.H10MO.B,0.8028571428571428,350,10,795
SRR1105737,HO_P53_HUMAN.H10MO.B,0.4254385964912281,228,10,325
SRR1105739,HO_P53_HUMAN.H10MO.B,0.6242774566473989,346,10,325
SRR1105739,HO_P53_HUMAN.H10MO.B,0.622093023255814,344,10,325
SRR1105737,HO_P53_HUMAN.H10MO.B,0.4459459459459459,222,10,325
SRR1105737,HO_P53_HUMAN.H10MO.B,0.4177215189873418,237,10,325
SRR1105739,HO_P53_HUMAN.H10MO.B,0.6371428571428571,350,10,325
SRR1105737,HO_P53_HUMAN.H10MO.B,0.7763157894736842,228,10,970
SRR1105739,HO_P53_HUMAN.H10MO.B,0.8410404624277457,346,10,970
SRR1105739,HO_P53_HUMAN.H10MO.B,0.8401162790697675,344,10,970
SRR1105737,HO_P53_HUMAN.H10MO.B,0.7567567567567568,222,10,970
SRR1105737,HO_P53_HUMAN.H10MO.B,0.7383966244725738,237,10,970
SRR1105739,HO_P53_HUMAN.H10MO.B,0.8457142857142858,350,10,970
SRR1105737,HO_P53_HUMAN.H10MO.B,0.7324561403508771,228,10,885
SRR1105739,HO_P53_HUMAN.H10MO.B,0.8179190751445087,346,10,885
SRR1105739,HO_P53_HUMAN.H10MO.B,0.8168604651162791,344,10,885
SRR1105737,HO_P53_HUMAN.H10MO.B,0.7117117117117117,222,10,885
SRR1105737,HO_P53_HUMAN.H10MO.B,0.7046413502109705,237,10,885
SRR1105739,HO_P53_HUMAN.H10MO.B,0.8257142857142857,350,10,885
SRR1105737,HO_P53_HUMAN.H10MO.B,0.41228070175438597,228,10,265
SRR1105739,HO_P53_HUMAN.H10MO.B,0.6127167630057804,346,10,265
SRR1105739,HO_P53_HUMAN.H10MO.B,0.6017441860465116,344,10,265
SRR1105737,HO_P53_HUMAN.H10MO.B,0.4189189189189189,222,10,265
SRR1105737,HO_P53_HUMAN.H10MO.B,0.3966244725738397,237,10,265
SRR1105739,HO_P53_HUMAN.H10MO.B,0.6228571428571429,350,10,265
SRR1105737,HO_P53_HUMAN.H10MO.B,0.7105263157894737,228,10,845
SRR1105739,HO_P53_HUMAN.H10MO.B,0.8063583815028902,346,10,845
SRR1105739,HO_P53_HUMAN.H10MO.B,0.7994186046511628,344,10,845
SRR1105737,HO_P53_HUMAN.H10MO.B,0.6846846846846847,222,10,845
SRR1105737,HO_P53_HUMAN.H10MO.B,0.6835443037974683,237,10,845
SRR1105739,HO_P53_HUMAN.H10MO.B,0.8142857142857143,350,10,845
SRR1105737,HO_P53_HUMAN.H10MO.B,0.3640350877192983,228,10,175
SRR1105739,HO_P53_HUMAN.H10MO.B,0.5433526011560693,346,10,175
SRR1105739,HO_P53_HUMAN.H10MO.B,0.5406976744186046,344,10,175
SRR1105737,HO_P53_HUMAN.H10MO.B,0.3738738738738739,222,10,175
SRR1105737,HO_P53_HUMAN.H10MO.B,0.3375527426160337,237,10,175
SRR1105739,HO_P53_HUMAN.H10MO.B,0.5571428571428572,350,10,175
SRR1105737,HO_P53_HUMAN.H10MO.B,0.3947368421052632,228,10,210
SRR1105739,HO_P53_HUMAN.H10MO.B,0.5838150289017341,346,10,210
SRR1105739,HO_P53_HUMAN.H10MO.B,0.5755813953488372,344,10,210
SRR1105737,HO_P53_HUMAN.H10MO.B,0.3963963963963964,222,10,210
SRR1105737,HO_P53_HUMAN.H10MO.B,0.3670886075949367,237,10,210
SRR1105739,HO_P53_HUMAN.H10MO.B,0.6,350,10,210
SRR1105737,HO_P53_HUMAN.H10MO.B,0.2324561403508772,228,10,70
SRR1105739,HO_P53_HUMAN.H10MO.B,0.3468208092485549,346,10,70
SRR1105739,HO_P53_HUMAN.H10MO.B,0.3546511627906977,344,10,70
SRR1105737,HO_P53_HUMAN.H10MO.B,0.2747747747747748,222,10,70
SRR1105737,HO_P53_HUMAN.H10MO.B,0.2362869198312237,237,10,70
SRR1105739,HO_P53_HUMAN.H10MO.B,0.3628571428571429,350,10,70
SRR1105737,HO_P53_HUMAN.H10MO.B,0.7105263157894737,228,10,830
SRR1105739,HO_P53_HUMAN.H10MO.B,0.8034682080924855,346,10,830
SRR1105739,HO_P53_HUMAN.H10MO.B,0.7906976744186046,344,10,830
SRR1105737,HO_P53_HUMAN.H10MO.B,0.6846846846846847,222,10,830
SRR1105737,HO_P53_HUMAN.H10MO.B,0.6835443037974683,237,10,830
SRR1105739,HO_P53_HUMAN.H10MO.B,0.8114285714285714,350,10,830
SRR1105737,HO_P53_HUMAN.H10MO.B,0.2719298245614035,228,10,100
SRR1105739,HO_P53_HUMAN.H10MO.B,0.4104046242774567,346,10,100
SRR1105739,HO_P53_HUMAN.H10MO.B,0.4186046511627907,344,10,100
SRR1105737,HO_P53_HUMAN.H10MO.B,0.2972972972972973,222,10,100
SRR1105737,HO_P53_HUMAN.H10MO.B,0.26582278481012656,237,10,100
SRR1105739,HO_P53_HUMAN.H10MO.B,0.4142857142857143,350,10,100
SRR1105737,HO_P53_HUMAN.H10MO.B,0.32456140350877194,228,10,135
SRR1105739,HO_P53_HUMAN.H10MO.B,0.4797687861271676,346,10,135
SRR1105739,HO_P53_HUMAN.H10MO.B,0.4738372093023256,344,10,135
SRR1105737,HO_P53_HUMAN.H10MO.B,0.34234234234234234,222,10,135
SRR1105737,HO_P53_HUMAN.H10MO.B,0.2911392405063291,237,10,135
SRR1105739,HO_P53_HUMAN.H10MO.B,0.4942857142857143,350,10,135
SRR1105737,HO_P53_HUMAN.H10MO.B,0.4035087719298245,228,10,225
SRR1105739,HO_P53_HUMAN.H10MO.B,0.5953757225433526,346,10,225
SRR1105739,HO_P53_HUMAN.H10MO.B,0.5930232558139535,344,10,225
SRR1105737,HO_P53_HUMAN.H10MO.B,0.40540540540540543,222,10,225
SRR1105737,HO_P53_HUMAN.H10MO.B,0.3755274261603376,237,10,225
SRR1105739,HO_P53_HUMAN.H10MO.B,0.6114285714285714,350,10,225
SRR1105737,HO_P53_HUMAN.H10MO.B,0.17543859649122806,228,10,45
SRR1105739,HO_P53_HUMAN.H10MO.B,0.2803468208092485,346,10,45
SRR1105739,HO_P53_HUMAN.H10MO.B,0.2906976744186047,344,10,45
SRR1105737,HO_P53_HUMAN.H10MO.B,0.18468468468468469,222,10,45
SRR1105737,HO_P53_HUMAN.H10MO.B,0.17721518987341772,237,10,45
SRR1105739,HO_P53_HUMAN.H10MO.B,0.26,350,10,45
SRR1105737,HO_P53_HUMAN.H10MO.B,0.7017543859649122,228,10,805
SRR1105739,HO_P53_HUMAN.H10MO.B,0.8005780346820809,346,10,805
SRR1105739,HO_P53_HUMAN.H10MO.B,0.7906976744186046,344,10,805
SRR1105737,HO_P53_HUMAN.H10MO.B,0.6801801801801802,222,10,805
SRR1105737,HO_P53_HUMAN.H10MO.B,0.679324894514768,237,10,805
SRR1105739,HO_P53_HUMAN.H10MO.B,0.8085714285714286,350,10,805
SRR1105737,HO_P53_HUMAN.H10MO.B,0.32456140350877194,228,10,140
SRR1105739,HO_P53_HUMAN.H10MO.B,0.4855491329479769,346,10,140
SRR1105739,HO_P53_HUMAN.H10MO.B,0.4854651162790698,344,10,140
SRR1105737,HO_P53_HUMAN.H10MO.B,0.3468468468468469,222,10,140
SRR1105737,HO_P53_HUMAN.H10MO.B,0.3037974683544304,237,10,140
SRR1105739,HO_P53_HUMAN.H10MO.B,0.5028571428571429,350,10,140
SRR1105737,HO_P53_HUMAN.H10MO.B,0.4078947368421053,228,10,250
SRR1105739,HO_P53_HUMAN.H10MO.B,0.6098265895953757,346,10,250
SRR1105739,HO_P53_HUMAN.H10MO.B,0.6017441860465116,344,10,250
SRR1105737,HO_P53_HUMAN.H10MO.B,0.4189189189189189,222,10,250
SRR1105737,HO_P53_HUMAN.H10MO.B,0.3924050632911392,237,10,250
SRR1105739,HO_P53_HUMAN.H10MO.B,0.6142857142857143,350,10,250
SRR1105737,HO_P53_HUMAN.H10MO.B,0.7938596491228069,228,10,985
SRR1105739,HO_P53_HUMAN.H10MO.B,0.8410404624277457,346,10,985
SRR1105739,HO_P53_HUMAN.H10MO.B,0.8459302325581395,344,10,985
SRR1105737,HO_P53_HUMAN.H10MO.B,0.7747747747747747,222,10,985
SRR1105737,HO_P53_HUMAN.H10MO.B,0.7552742616033755,237,10,985
SRR1105739,HO_P53_HUMAN.H10MO.B,0.8485714285714285,350,10,985
SRR1105737,HO_P53_HUMAN.H10MO.B,0.14035087719298245,228,10,30
SRR1105739,HO_P53_HUMAN.H10MO.B,0.2023121387283237,346,10,30
SRR1105739,HO_P53_HUMAN.H10MO.B,0.21511627906976746,344,10,30
SRR1105737,HO_P53_HUMAN.H10MO.B,0.13963963963963966,222,10,30
SRR1105737,HO_P53_HUMAN.H10MO.B,0.12658227848101267,237,10,30
SRR1105739,HO_P53_HUMAN.H10MO.B,0.19142857142857145,350,10,30
SRR1105737,HO_P53_HUMAN.H10MO.B,0.7236842105263158,228,10,870
SRR1105739,HO_P53_HUMAN.H10MO.B,0.815028901734104,346,10,870
SRR1105739,HO_P53_HUMAN.H10MO.B,0.813953488372093,344,10,870
SRR1105737,HO_P53_HUMAN.H10MO.B,0.7072072072072072,222,10,870
SRR1105737,HO_P53_HUMAN.H10MO.B,0.70042194092827,237,10,870
SRR1105739,HO_P53_HUMAN.H10MO.B,0.8228571428571428,350,10,870
